"convocation","gender","last_name","first_name","year","label","years"
6,1,"Щербань","Артем",1974,12,"2007-2012"
6,1,"Яценюк","Арсеній",1974,13,"2007-2012"
6,2,"Королевська","Наталія",1975,1,"2007-2012"
6,1,"Ар'єв","Володимир",1975,2,"2007-2012"
6,1,"Вакарчук","Святослав",1975,3,"2007-2012"
6,1,"Олійник","Святослав",1975,4,"2007-2012"
6,1,"Павленко","Юрій",1975,5,"2007-2012"
6,1,"Рева","Дмитро",1975,6,"2007-2012"
6,1,"Синиця","Артем",1975,7,"2007-2012"
6,1,"Стець","Юрій",1975,8,"2007-2012"
6,2,"Лукаш","Олена",1976,1,"2007-2012"
6,1,"Букаєв","Валерій",1976,2,"2007-2012"
6,1,"Давиденко","Андрій",1976,3,"2007-2012"
6,1,"Дубовой","Олександр",1976,4,"2007-2012"
6,1,"Зац","Олександр",1976,5,"2007-2012"
6,1,"Луцький","Максим",1976,6,"2007-2012"
6,1,"Пшонка","Артем",1976,7,"2007-2012"
6,1,"Рибаков","Ігор",1976,8,"2007-2012"
6,1,"Хомутиннік","Віталій",1976,9,"2007-2012"
6,1,"Шевченко","Андрій",1976,10,"2007-2012"
6,2,"Ковалевська","Юлія",1977,1,"2007-2012"
6,2,"Льовочкіна","Юлія",1977,2,"2007-2012"
6,1,"Омельянович","Денис",1977,3,"2007-2012"
6,1,"Пилипенко","Володимир",1977,4,"2007-2012"
6,1,"Яценко","Антон",1977,5,"2007-2012"
6,1,"Волинець","Євгеній",1978,1,"2007-2012"
6,1,"Найдьонов","Андрій",1978,2,"2007-2012"
6,1,"Шпенов","Дмитро",1978,3,"2007-2012"
6,1,"Калюжний","Віталій",1979,1,"2007-2012"
6,1,"Унгурян","Павло",1979,2,"2007-2012"
6,2,"Бережна","Ірина",1980,1,"2007-2012"
6,1,"Пінчук","Андрій",1980,2,"2007-2012"
6,1,"Писаренко","Валерій",1980,3,"2007-2012"
6,1,"Барвіненко","Віталій",1981,1,"2007-2012"
6,1,"Суслов","Євгеній",1981,2,"2007-2012"
6,1,"Храпов","Сергій",1981,3,"2007-2012"
6,1,"Янукович","Віктор",1981,4,"2007-2012"
6,2,"Оробець","Леся",1982,1,"2007-2012"
6,2,"Шишкіна","Еліна",1982,2,"2007-2012"
6,1,"Столар","Вадим",1982,3,"2007-2012"
7,1,"Звягільський","Юхим",1933,1,"2012-2014"
7,1,"Федорчук","Ярослав",1936,1,"2012-2014"
7,1,"Шевченко","Олександр",1937,1,"2012-2014"
7,1,"Богуслаєв","Вячеслав",1938,1,"2012-2014"
7,1,"Бойко","Володимир",1938,2,"2012-2014"
7,1,"Дейч","Борис",1938,3,"2012-2014"
7,1,"Мармазов","Євген",1938,4,"2012-2014"
7,1,"Іоффе","Юлій",1940,1,"2012-2014"
7,1,"Парубок","Омелян",1940,2,"2012-2014"
7,1,"Крук","Юрій",1941,1,"2012-2014"
7,1,"Карташов","Євген",1942,1,"2012-2014"
7,1,"Яворівський","Володимир",1942,2,"2012-2014"
7,1,"Джемілєв","Мустафа",1943,1,"2012-2014"
7,1,"Матвєєв","Валентин",1943,2,"2012-2014"
7,1,"Стоян","Олександр",1943,3,"2012-2014"
7,1,"Коржев","Анатолій",1944,1,"2012-2014"
7,1,"Литвинов","Леонід",1944,2,"2012-2014"
7,1,"Самойленко","Юрій",1944,3,"2012-2014"
7,1,"Табачнік","Яків",1945,1,"2012-2014"
7,1,"Турманов","Віктор",1945,2,"2012-2014"
7,1,"Ландик","Валентин",1946,1,"2012-2014"
7,1,"Рибак","Володимир",1946,2,"2012-2014"
7,1,"Самойленко","Василь",1946,3,"2012-2014"
7,2,"Ващук","Катерина",1947,1,"2012-2014"
7,1,"Азаров","Микола",1947,2,"2012-2014"
7,1,"Байсаров","Леонід",1947,3,"2012-2014"
7,1,"Васадзе","Таріел",1947,4,"2012-2014"
7,1,"Герасимчук","Михайло",1947,5,"2012-2014"
7,1,"Демянко","Микола",1947,6,"2012-2014"
7,1,"Кальченко","Валерій",1947,7,"2012-2014"
7,1,"Близнюк","Анатолій",1948,1,"2012-2014"
7,1,"Волков","Олександр",1948,2,"2012-2014"
7,1,"Гурвіц","Едуард",1948,3,"2012-2014"
7,1,"Кудря","Володимир",1948,4,"2012-2014"
7,1,"Ганчуков","Олександр",1949,1,"2012-2014"
7,1,"Гончаров","Анатолій",1949,2,"2012-2014"
7,1,"Демішкан","Володимир",1949,3,"2012-2014"
7,1,"Джига","Микола",1949,4,"2012-2014"
7,1,"Калетнік","Григорій",1949,5,"2012-2014"
7,1,"Поплавський","Михайло",1949,6,"2012-2014"
7,1,"Скубашевський","Станіслав",1949,7,"2012-2014"
7,1,"Тарасюк","Борис",1949,8,"2012-2014"
7,1,"Тихонов","Віктор",1949,9,"2012-2014"
7,1,"Цибенко","Петро",1949,10,"2012-2014"
7,1,"Гержов","Юрій",1950,1,"2012-2014"
7,1,"Круглов","Микола",1950,2,"2012-2014"
7,1,"Любоненко","Юрій",1950,3,"2012-2014"
7,1,"Малишев","Володимир",1950,4,"2012-2014"
7,1,"Мартинюк","Адам",1950,5,"2012-2014"
7,1,"Москаль","Геннадій",1950,6,"2012-2014"
7,1,"Пригодський","Антон",1950,7,"2012-2014"
7,1,"Риженков","Олександр",1950,8,"2012-2014"
7,1,"Солошенко","Микола",1950,9,"2012-2014"
7,1,"Шлемко","Дмитро",1950,10,"2012-2014"
7,2,"Байдюк","Лариса",1951,1,"2012-2014"
7,1,"Васильєв","Олександр",1951,2,"2012-2014"
7,1,"Куровський","Іван",1951,3,"2012-2014"
7,1,"Лукашук","Олег",1951,4,"2012-2014"
7,1,"Сухий","Ярослав",1951,5,"2012-2014"
7,1,"Бондаренко","Володимир",1952,1,"2012-2014"
7,1,"Демидко","Володимир",1952,2,"2012-2014"
7,1,"Заболотний","Григорій",1952,3,"2012-2014"
7,1,"Кунченко","Олексій",1952,4,"2012-2014"
7,1,"Наконечний","Володимир",1952,5,"2012-2014"
7,1,"Ревенко","Анатолій",1952,6,"2012-2014"
7,1,"Симоненко","Петро",1952,7,"2012-2014"
7,1,"Сорока","Микола",1952,8,"2012-2014"
7,2,"Бахтеєва","Тетяна",1953,1,"2012-2014"
7,2,"Кужель","Олександра",1953,2,"2012-2014"
7,2,"Лютікова","Валентина",1953,3,"2012-2014"
7,1,"Васильєв","Геннадій",1953,4,"2012-2014"
7,1,"Вечерко","Володимир",1953,5,"2012-2014"
7,1,"Дзарданов","Микола",1953,6,"2012-2014"
7,1,"Клімов","Леонід",1953,7,"2012-2014"
7,1,"Корж","Павло",1953,8,"2012-2014"
7,1,"Ханенко","Святослав",1953,9,"2012-2014"
7,1,"Чечетов","Михайло",1953,10,"2012-2014"
7,1,"Єфремов","Олександр",1954,1,"2012-2014"
7,1,"Груба","Григорій",1954,2,"2012-2014"
7,1,"Ківалов","Сергій",1954,3,"2012-2014"
7,1,"Кінах","Анатолій",1954,4,"2012-2014"
7,1,"Кузьмук","Олександр",1954,5,"2012-2014"
7,1,"Мирний","Іван",1954,6,"2012-2014"
7,1,"Мироненко","Михайло",1954,7,"2012-2014"
7,1,"Паламарчук","Микола",1954,8,"2012-2014"
7,1,"Пинзеник","Віктор",1954,9,"2012-2014"
7,1,"Сушкевич","Валерій",1954,10,"2012-2014"
7,1,"Федорук","Микола",1954,11,"2012-2014"
7,1,"Швець","Віктор",1954,12,"2012-2014"
7,2,"Дзоз","Віталіна",1955,1,"2012-2014"
7,2,"Новак","Наталія",1955,2,"2012-2014"
7,1,"Воропаєв","Юрій",1955,3,"2012-2014"
7,1,"Журавський","Віталій",1955,4,"2012-2014"
7,1,"Задорожний","Вячеслав",1955,5,"2012-2014"
7,1,"Остапчук","Віктор",1955,6,"2012-2014"
7,1,"Сігал","Євген",1955,7,"2012-2014"
7,1,"Сергієнко","Леонід",1955,8,"2012-2014"
7,1,"Чорноволенко","Олександр",1955,9,"2012-2014"
7,2,"Борита","Ольга",1956,1,"2012-2014"
7,2,"Михайленко","Ольга",1956,2,"2012-2014"
7,1,"Кириленко","Іван",1956,3,"2012-2014"
7,1,"Ковач","Василь",1956,4,"2012-2014"
7,1,"Козуб","Олександр",1956,5,"2012-2014"
7,1,"Лавринович","Олександр",1956,6,"2012-2014"
7,1,"Литвин","Володимир",1956,7,"2012-2014"
7,1,"Мельник","Євген",1956,8,"2012-2014"
7,1,"Момот","Олександр",1956,9,"2012-2014"
7,1,"Сальдо","Володимир",1956,10,"2012-2014"
7,1,"Чуб","Володимир",1956,11,"2012-2014"
7,1,"Безбах","Яків",1957,1,"2012-2014"
7,1,"Бенюк","Богдан",1957,2,"2012-2014"
7,1,"Брайко","Сергій",1957,3,"2012-2014"
7,1,"Гіршфельд","Анатолій",1957,4,"2012-2014"
7,1,"Гордієнко","Сергій",1957,5,"2012-2014"
7,1,"Гриневецький","Сергій",1957,6,"2012-2014"
7,1,"Гриценко","Анатолій",1957,7,"2012-2014"
7,1,"Демедюк","Василь",1957,8,"2012-2014"
7,1,"Кацуба","Володимир",1957,9,"2012-2014"
7,1,"Матвієнков","Сергій",1957,10,"2012-2014"
7,1,"Мошенський","Валерій",1957,11,"2012-2014"
7,1,"Олійник","Володимир",1957,12,"2012-2014"
7,1,"Сас","Сергій",1957,13,"2012-2014"
7,1,"Табалов","Олександр",1957,14,"2012-2014"
7,1,"Блавацький","Михайло",1958,1,"2012-2014"
7,1,"Глазунов","Сергій",1958,2,"2012-2014"
7,1,"Гончаров","Сергій",1958,3,"2012-2014"
7,1,"Зубик","Володимир",1958,4,"2012-2014"
7,1,"Кіссе","Антон",1958,5,"2012-2014"
7,1,"Колесніченко","Вадим",1958,6,"2012-2014"
7,1,"Макул","Леонід",1958,7,"2012-2014"
7,1,"Морозенко","Євгеній",1958,8,"2012-2014"
7,1,"Негой","Федір",1958,9,"2012-2014"
7,1,"Фищук","Олександр",1958,10,"2012-2014"
7,1,"Чумак","Віктор",1958,11,"2012-2014"
7,2,"Герман","Ганна",1959,1,"2012-2014"
7,2,"Левченко","Ольга",1959,2,"2012-2014"
7,2,"Матіос","Марія",1959,3,"2012-2014"
7,2,"Спіріна","Ірина",1959,4,"2012-2014"
7,1,"Іванющенко","Юрій",1959,5,"2012-2014"
7,1,"Березкін","Станіслав",1959,6,"2012-2014"
7,1,"Бутківський","Віктор",1959,7,"2012-2014"
7,1,"Коваль","Олександр",1959,8,"2012-2014"
7,1,"Курпіль","Степан",1959,9,"2012-2014"
7,1,"Развадовський","Віктор",1959,10,"2012-2014"
7,1,"Сенченко","Андрій",1959,11,"2012-2014"
7,2,"Богословська","Інна",1960,1,"2012-2014"
7,2,"Денісова","Людмила",1960,2,"2012-2014"
7,2,"Ледовських","Олена",1960,3,"2012-2014"
7,1,"Єдін","Олександр",1960,4,"2012-2014"
7,1,"Алексєєв","Ігор",1960,5,"2012-2014"
7,1,"Бобков","Олександр",1960,6,"2012-2014"
7,1,"Боярський","Юрій",1960,7,"2012-2014"
7,1,"Вітів","Анатолій",1960,8,"2012-2014"
7,1,"Забзалюк","Роман",1960,9,"2012-2014"
7,1,"Кальцев","Сергій",1960,10,"2012-2014"
7,1,"Куніцин","Сергій",1960,11,"2012-2014"
7,1,"Кучерук","Микола",1960,12,"2012-2014"
7,1,"Миримський","Лев",1960,13,"2012-2014"
7,1,"Мхітарян","Нвєр",1960,14,"2012-2014"
7,1,"Немиря","Григорій",1960,15,"2012-2014"
7,1,"Одарченко","Юрій",1960,16,"2012-2014"
7,1,"Ступак","Іван",1960,17,"2012-2014"
7,1,"Тігіпко","Сергій",1960,18,"2012-2014"
7,1,"Фельдман","Олександр",1960,19,"2012-2014"
7,1,"Чубатенко","Олександр",1960,20,"2012-2014"
7,2,"Сікора","Ольга",1961,1,"2012-2014"
7,1,"Апостол","Михайло",1961,2,"2012-2014"
7,1,"Аркаллаєв","Нуруліслам",1961,3,"2012-2014"
7,1,"Білий","Олексій",1961,4,"2012-2014"
7,1,"Гринів","Ігор",1961,5,"2012-2014"
7,1,"Дмитрук","Микола",1961,6,"2012-2014"
7,1,"Мартиненко","Микола",1961,7,"2012-2014"
7,1,"Мельник","Станіслав",1961,8,"2012-2014"
7,1,"Мирний","Олександр",1961,9,"2012-2014"
7,1,"Ничипоренко","Валентин",1961,10,"2012-2014"
7,1,"Пилипишин","Віктор",1961,11,"2012-2014"
7,1,"Пономарьов","Андрій",1961,12,"2012-2014"
7,1,"Пресман","Олександр",1961,13,"2012-2014"
7,1,"Романюк","Роман",1961,14,"2012-2014"
7,1,"Смітюх","Григорій",1961,15,"2012-2014"
7,1,"Соболєв","Сергій",1961,16,"2012-2014"
7,1,"Стойко","Іван",1961,17,"2012-2014"
7,1,"Шаров","Ігор",1961,18,"2012-2014"
7,2,"Мельничук","Лариса",1962,1,"2012-2014"
7,1,"Абдуллін","Олександр",1962,2,"2012-2014"
7,1,"Біловол","Олександр",1962,3,"2012-2014"
7,1,"Бригинець","Олександр",1962,4,"2012-2014"
7,1,"Деревляний","Василь",1962,5,"2012-2014"
7,1,"Домбровський","Олександр",1962,6,"2012-2014"
7,1,"Дудка","Олександр",1962,7,"2012-2014"
7,1,"Колесніков","Борис",1962,8,"2012-2014"
7,1,"Кубів","Степан",1962,9,"2012-2014"
7,1,"Лебедєв","Павло",1962,10,"2012-2014"
7,1,"Пономарьов","Олександр",1962,11,"2012-2014"
7,1,"Прасолов","Ігор",1962,12,"2012-2014"
7,1,"Продивус","Володимир",1962,13,"2012-2014"
7,1,"Фаєрмарк","Сергій",1962,14,"2012-2014"
7,1,"Чертков","Юрій",1962,15,"2012-2014"
7,2,"Котеляк","Лідія",1963,1,"2012-2014"
7,1,"Ілик","Роман",1963,2,"2012-2014"
7,1,"Балога","Віктор",1963,3,"2012-2014"
7,1,"Даценко","Леонід",1963,4,"2012-2014"
7,1,"Зарубінський","Олег",1963,5,"2012-2014"
7,1,"Канівець","Олег",1963,6,"2012-2014"
7,1,"Кожара","Леонід",1963,7,"2012-2014"
7,1,"Королюк","Валентин",1963,8,"2012-2014"
7,1,"Нечаєв","Олександр",1963,9,"2012-2014"
7,1,"Новинський","Вадим",1963,10,"2012-2014"
7,1,"Поляченко","Юрій",1963,11,"2012-2014"
7,1,"Табачник","Дмитро",1963,12,"2012-2014"
7,1,"Терьохін","Сергій",1963,13,"2012-2014"
7,1,"Ярема","Віталій",1963,14,"2012-2014"
7,2,"Ляпіна","Ксенія",1964,1,"2012-2014"
7,2,"Повалій","Таїсія",1964,2,"2012-2014"
7,2,"Фаріон","Ірина",1964,3,"2012-2014"
7,1,"Аваков","Арсен",1964,4,"2012-2014"
7,1,"Баграєв","Микола",1964,5,"2012-2014"
7,1,"Волков","Олександр",1964,6,"2012-2014"
7,1,"Ланьо","Михайло",1964,7,"2012-2014"
7,1,"Лук'янов","Владислав",1964,8,"2012-2014"
7,1,"Мартовицький","Артур",1964,9,"2012-2014"
7,1,"Осауленко","Тарас",1964,10,"2012-2014"
7,1,"Попеску","Іван",1964,11,"2012-2014"
7,1,"Раупов","Рустам",1964,12,"2012-2014"
7,1,"Сич","Олександр",1964,13,"2012-2014"
7,1,"Струк","Володимир",1964,14,"2012-2014"
7,1,"Томенко","Микола",1964,15,"2012-2014"
7,1,"Турчинов","Олександр",1964,16,"2012-2014"
7,1,"Шенцев","Дмитро",1964,17,"2012-2014"
7,2,"Гриневич","Лілія",1965,1,"2012-2014"
7,2,"Слюз","Тетяна",1965,2,"2012-2014"
7,1,"Єгоров","Олександр",1965,3,"2012-2014"
7,1,"Аверченко","Сергій",1965,4,"2012-2014"
7,1,"Бобов","Геннадій",1965,5,"2012-2014"
7,1,"Гелевей","Олег",1965,6,"2012-2014"
7,1,"Головко","Валерій",1965,7,"2012-2014"
7,1,"Зелик","Руслан",1965,8,"2012-2014"
7,1,"Кожем'якін","Андрій",1965,9,"2012-2014"
7,1,"Макеєнко","Володимир",1965,10,"2012-2014"
7,1,"Мельниченко","Володимир",1965,11,"2012-2014"
7,1,"Мисик","Володимир",1965,12,"2012-2014"
7,1,"Мошак","Сергій",1965,13,"2012-2014"
7,1,"Павловський","Андрій",1965,14,"2012-2014"
7,1,"Порошенко","Петро",1965,15,"2012-2014"
7,1,"Рябікін","Павло",1965,16,"2012-2014"
7,1,"Топалов","Сергій",1965,17,"2012-2014"
7,1,"Труханов","Геннадій",1965,18,"2012-2014"
7,1,"Шкіря","Ігор",1965,19,"2012-2014"
7,2,"Луценко","Ірина",1966,1,"2012-2014"
7,1,"Буряк","Сергій",1966,2,"2012-2014"
7,1,"Гузенко","Костянтин",1966,3,"2012-2014"
7,1,"Кулініч","Олег",1966,4,"2012-2014"
7,1,"Наливайченко","Валентин",1966,5,"2012-2014"
7,1,"Пазиняк","Василь",1966,6,"2012-2014"
7,1,"Парасків","Олег",1966,7,"2012-2014"
7,1,"Пашинський","Сергій",1966,8,"2012-2014"
7,1,"Федоряк","Геннадій",1966,9,"2012-2014"
7,1,"Хмельницький","Василь",1966,10,"2012-2014"
7,1,"Черняков","Валерій",1966,11,"2012-2014"
7,1,"Шуфрич","Нестор",1966,12,"2012-2014"
7,2,"Горіна","Ірина",1967,1,"2012-2014"
7,2,"Лабунська","Анжеліка",1967,2,"2012-2014"
7,2,"Фабрикант","Світлана",1967,3,"2012-2014"
7,2,"Чорна","Галина",1967,4,"2012-2014"
7,1,"Андрієвський","Дмитро",1967,5,"2012-2014"
7,1,"Власенко","Сергій",1967,6,"2012-2014"
7,1,"Герега","Олександр",1967,7,"2012-2014"
7,1,"Голуб","Олександр",1967,8,"2012-2014"
7,1,"Данілов","Віталій",1967,9,"2012-2014"
7,1,"Деркач","Андрій",1967,10,"2012-2014"
7,1,"Жванія","Давид",1967,11,"2012-2014"
7,1,"Зубко","Геннадій",1967,12,"2012-2014"
7,1,"Катеринчук","Микола",1967,13,"2012-2014"
7,1,"Кравчук","Василь",1967,14,"2012-2014"
7,1,"Крутій","Віталій",1967,15,"2012-2014"
7,1,"Куренной","Володимир",1967,16,"2012-2014"
7,1,"Молоток","Ігор",1967,17,"2012-2014"
7,1,"Петьовка","Василь",1967,18,"2012-2014"
7,1,"Рудьковський","Микола",1967,19,"2012-2014"
7,1,"Савчук","Юрій",1967,20,"2012-2014"
7,1,"Єремеєв","Ігор",1968,1,"2012-2014"
7,1,"Івахів","Степан",1968,2,"2012-2014"
7,1,"Атрошенко","Владислав",1968,3,"2012-2014"
7,1,"Кілінкаров","Спірідон",1968,4,"2012-2014"
7,1,"Кириленко","В'ячеслав",1968,5,"2012-2014"
7,1,"Княжицький","Микола",1968,6,"2012-2014"
7,1,"Немілостівий","Віталій",1968,7,"2012-2014"
7,1,"Побер","Ігор",1968,8,"2012-2014"
7,1,"Скосар","Ігор",1968,9,"2012-2014"
7,1,"Ткачук","Геннадій",1968,10,"2012-2014"
7,1,"Тягнибок","Олег",1968,11,"2012-2014"
7,1,"Шевчук","Олег",1968,12,"2012-2014"
7,2,"Колганова","Олена",1969,1,"2012-2014"
7,1,"Балицький","Євген",1969,2,"2012-2014"
7,1,"Бушко","Іван",1969,3,"2012-2014"
7,1,"Васюник","Ігор",1969,4,"2012-2014"
7,1,"Доній","Олександр",1969,5,"2012-2014"
7,1,"Дубневич","Ярослав",1969,6,"2012-2014"
7,1,"Кий","Сергій",1969,7,"2012-2014"
7,1,"Клюєв","Сергій",1969,8,"2012-2014"
7,1,"Ковальчук","Віталій",1969,9,"2012-2014"
7,1,"Кошулинський","Руслан",1969,10,"2012-2014"
7,1,"Лелюк","Олексій",1969,11,"2012-2014"
7,1,"Онищенко","Олександр",1969,12,"2012-2014"
7,1,"Пехов","Володимир",1969,13,"2012-2014"
7,1,"Тимошенко","Віктор",1969,14,"2012-2014"
7,1,"Фурман","Олексій",1969,15,"2012-2014"
7,1,"Чудновський","Віталій",1969,16,"2012-2014"
7,2,"Кондратюк","Олена",1970,1,"2012-2014"
7,2,"Сех","Ірина",1970,2,"2012-2014"
7,1,"Бриченко","Ігор",1970,3,"2012-2014"
7,1,"Дирів","Анатолій",1970,4,"2012-2014"
7,1,"Жеребнюк","Віктор",1970,5,"2012-2014"
7,1,"Мірошниченко","Юрій",1970,6,"2012-2014"
7,1,"Махніцький","Олег",1970,7,"2012-2014"
7,1,"Медяник","Володимир",1970,8,"2012-2014"
7,1,"Розенко","Павло",1970,9,"2012-2014"
7,1,"Царьов","Олег",1970,10,"2012-2014"
7,1,"Шипко","Андрій",1970,11,"2012-2014"
7,2,"Геращенко","Ірина",1971,1,"2012-2014"
7,2,"Купрейчик","Ірина",1971,2,"2012-2014"
7,1,"Азаров","Олексій",1971,3,"2012-2014"
7,1,"Гайдош","Іштван",1971,4,"2012-2014"
7,1,"Грушевський","Віталій",1971,5,"2012-2014"
7,1,"Губар","Віктор",1971,6,"2012-2014"
7,1,"Денисенко","Анатолій",1971,7,"2012-2014"
7,1,"Кайда","Олексій",1971,8,"2012-2014"
7,1,"Кличко","Віталій",1971,9,"2012-2014"
7,1,"Кутовий","Вячеслав",1971,10,"2012-2014"
7,1,"Міщенко","Сергій",1971,11,"2012-2014"
7,1,"Мартинюк","Леонтій",1971,12,"2012-2014"
7,1,"Мартиняк","Сергій",1971,13,"2012-2014"
7,1,"Медуниця","Олег",1971,14,"2012-2014"
7,1,"Парубій","Андрій",1971,15,"2012-2014"
7,1,"Путілов","Андрій",1971,16,"2012-2014"
7,1,"Святаш","Дмитро",1971,17,"2012-2014"
7,1,"Сольвар","Руслан",1971,18,"2012-2014"
7,1,"Фурсін","Іван",1971,19,"2012-2014"
7,1,"Шевченко","Олександр",1971,20,"2012-2014"
7,1,"Янків","Ігор",1971,21,"2012-2014"
7,2,"Калетник","Оксана",1972,1,"2012-2014"
7,2,"Нетецька","Олена",1972,2,"2012-2014"
7,1,"Бадаєв","Руслан",1972,3,"2012-2014"
7,1,"Богдан","Руслан",1972,4,"2012-2014"
7,1,"Бондарєв","Костянтин",1972,5,"2012-2014"
7,1,"Борт","Віталій",1972,6,"2012-2014"
7,1,"Гладій","Василь",1972,7,"2012-2014"
7,1,"Дудка","Володимир",1972,8,"2012-2014"
7,1,"Калєтнік","Ігор",1972,9,"2012-2014"
7,1,"Кривецький","Ігор",1972,10,"2012-2014"
7,1,"Лук'янчук","Руслан",1972,11,"2012-2014"
7,1,"Ляшко","Олег",1972,12,"2012-2014"
7,1,"Мохник","Андрій",1972,13,"2012-2014"
7,1,"Палиця","Ігор",1972,14,"2012-2014"
7,1,"Панькевич","Олег",1972,15,"2012-2014"
7,1,"Поляков","Василь",1972,16,"2012-2014"
7,1,"Селіваров","Андрій",1972,17,"2012-2014"
7,1,"Шаповалов","Юрій",1972,18,"2012-2014"
7,1,"Іванчук","Андрій",1973,1,"2012-2014"
7,1,"Іщенко","Валерій",1973,2,"2012-2014"
7,1,"Баландін","Сергій",1973,3,"2012-2014"
7,1,"Бандуров","Володимир",1973,4,"2012-2014"
7,1,"Бублик","Юрій",1973,5,"2012-2014"
7,1,"Дерев'янко","Юрій",1973,6,"2012-2014"
7,1,"Дубіль","Валерій",1973,7,"2012-2014"
7,1,"Дунаєв","Сергій",1973,8,"2012-2014"
7,1,"Корнійчук","Олександр",1973,9,"2012-2014"
7,1,"Міщенко","Андрій",1973,10,"2012-2014"
7,1,"Марков","Ігор",1973,11,"2012-2014"
7,1,"Павлов","Костянтин",1973,12,"2012-2014"
7,1,"Палатний","Артур",1973,13,"2012-2014"
7,1,"Тягнибок","Андрій",1973,14,"2012-2014"
7,1,"Хміль","Михайло",1973,15,"2012-2014"
7,1,"Шульга","Володимир",1973,16,"2012-2014"
7,2,"Бондаренко","Олена",1974,1,"2012-2014"
7,2,"Булах","Вікторія",1974,2,"2012-2014"
7,2,"Продан","Оксана",1974,3,"2012-2014"
7,1,"Благодир","Юрій",1974,4,"2012-2014"
7,1,"Буховець","Олег",1974,5,"2012-2014"
7,1,"Веревський","Андрій",1974,6,"2012-2014"
7,1,"Гєллєр","Євгеній",1974,7,"2012-2014"
7,1,"Горохов","Сергій",1974,8,"2012-2014"
7,1,"Жеваго","Костянтин",1974,9,"2012-2014"
7,1,"Князевич","Руслан",1974,10,"2012-2014"
7,1,"Леонов","Едуард",1974,11,"2012-2014"
7,1,"Мальцев","Володимир",1974,12,"2012-2014"
7,1,"Пишний","Андрій",1974,13,"2012-2014"
7,1,"Полочанінов","Володимир",1974,14,"2012-2014"
7,1,"Тедеєв","Ельбрус",1974,15,"2012-2014"
7,1,"Циркін","Ігор",1974,16,"2012-2014"
7,1,"Чугунніков","Віталій",1974,17,"2012-2014"
7,1,"Шкварилюк","Володимир",1974,18,"2012-2014"
7,1,"Щербань","Артем",1974,19,"2012-2014"
7,1,"Яценюк","Арсеній",1974,20,"2012-2014"
7,2,"Бєлькова","Ольга",1975,1,"2012-2014"
7,1,"Ар'єв","Володимир",1975,2,"2012-2014"
7,1,"Бондар","Віктор",1975,3,"2012-2014"
7,1,"Бондарчук","Олег",1975,4,"2012-2014"
7,1,"Добкін","Дмитро",1975,5,"2012-2014"
7,1,"Кузьменко","Сергій",1975,6,"2012-2014"
7,1,"Москаленко","Ярослав",1975,7,"2012-2014"
7,1,"Павелко","Андрій",1975,8,"2012-2014"
7,1,"Пацкан","Валерій",1975,9,"2012-2014"
7,1,"Різаненко","Павло",1975,10,"2012-2014"
7,1,"Скарбовійчук","Руслан",1975,11,"2012-2014"
7,1,"Стець","Юрій",1975,12,"2012-2014"
7,1,"Бурбак","Максим",1976,1,"2012-2014"
7,1,"Дорохов","Антон",1976,2,"2012-2014"
7,1,"Дубовой","Олександр",1976,3,"2012-2014"
7,1,"Зац","Олександр",1976,4,"2012-2014"
7,1,"Кириленко","Павло",1976,5,"2012-2014"
7,1,"Кутовий","Тарас",1976,6,"2012-2014"
7,1,"Мірошниченко","Ігор",1976,7,"2012-2014"
7,1,"Меріков","Вадим",1976,8,"2012-2014"
7,1,"Мураєв","Євгеній",1976,9,"2012-2014"
7,1,"Павленко","Ростислав",1976,10,"2012-2014"
7,1,"Пшонка","Артем",1976,11,"2012-2014"
7,1,"Рибаков","Ігор",1976,12,"2012-2014"
7,1,"Сабій","Ігор",1976,13,"2012-2014"
7,1,"Сиротюк","Юрій",1976,14,"2012-2014"
7,1,"Хомутиннік","Віталій",1976,15,"2012-2014"
7,1,"Швайка","Ігор",1976,16,"2012-2014"
7,1,"Шевченко","Андрій",1976,17,"2012-2014"
7,2,"Агафонова","Наталія",1977,1,"2012-2014"
7,2,"Льовочкіна","Юлія",1977,2,"2012-2014"
7,1,"Балога","Павло",1977,3,"2012-2014"
7,1,"Омельянович","Денис",1977,4,"2012-2014"
7,1,"Опанащенко","Михайло",1977,5,"2012-2014"
7,1,"Пилипенко","Володимир",1977,6,"2012-2014"
7,1,"Яценко","Антон",1977,7,"2012-2014"
7,2,"Іонова","Марія",1978,1,"2012-2014"
7,1,"Дзензерський","Денис",1978,2,"2012-2014"
7,1,"Карпунцов","Валерій",1978,3,"2012-2014"
7,1,"Кацуба","Сергій",1978,4,"2012-2014"
7,1,"Купчак","Володимир",1978,5,"2012-2014"
7,1,"Осуховський","Олег",1978,6,"2012-2014"
7,1,"Сиротюк","Олег",1978,7,"2012-2014"
7,1,"Табалов","Андрій",1978,8,"2012-2014"
7,1,"Шпенов","Дмитро",1978,9,"2012-2014"
7,1,"Ємець","Леонід",1979,1,"2012-2014"
7,1,"Ільюк","Артем",1979,2,"2012-2014"
7,1,"Жук","Микола",1979,3,"2012-2014"
7,1,"Зубчевський","Олександр",1979,4,"2012-2014"
7,1,"Калюжний","Віталій",1979,5,"2012-2014"
7,1,"Каплін","Сергій",1979,6,"2012-2014"
7,1,"Левченко","Микола",1979,7,"2012-2014"
7,1,"Марцінків","Руслан",1979,8,"2012-2014"
